loan_id,no_of_dependents,education,self_employed,loan_term,cibil_score,loan_status,income_annum_usd,loan_amount_usd,residential_assets_usd,commercial_assets_usd,luxury_assets_usd,bank_assets_usd
2050,5, Not Graduate, Yes,14,885, Approved,113253.01204819277,279518.0722891566,203614.4578313253,14457.831325301206,420481.9277108434,56626.50602409639
2051,4, Not Graduate, Yes,6,346, Rejected,97590.36144578313,233734.93975903615,93975.90361445783,112048.19277108433,353012.0481927711,54216.867469879515
2052,4, Graduate, No,4,588, Approved,78313.2530120482,174698.7951807229,124096.38554216867,114457.8313253012,274698.7951807229,77108.43373493975
2053,2, Graduate, No,4,488, Rejected,113253.01204819277,278313.2530120482,242168.6746987952,42168.67469879518,344578.313253012,131325.3012048193
2054,1, Not Graduate, Yes,20,765, Approved,31325.301204819276,79518.07228915663,25301.204819277107,2409.6385542168673,62650.60240963855,15662.650602409638
2055,3, Not Graduate, Yes,6,337, Rejected,96385.5421686747,308433.734939759,106024.09638554217,6024.096385542169,227710.843373494,118072.2891566265
2056,1, Graduate, No,8,515, Rejected,56626.50602409639,112048.19277108433,12048.192771084337,56626.50602409639,175903.61445783134,68674.69879518072
2057,2, Graduate, Yes,12,555, Approved,91566.26506024097,268674.6987951807,25301.204819277107,166265.06024096385,213253.01204819276,85542.1686746988
2058,1, Graduate, Yes,2,702, Approved,81927.7108433735,327710.843373494,55421.68674698795,28915.66265060241,326506.0240963855,75903.61445783133
2059,2, Not Graduate, Yes,2,457, Rejected,79518.07228915663,204819.27710843374,1204.8192771084337,21686.746987951807,280722.8915662651,80722.89156626505
2060,2, Graduate, No,10,425, Rejected,98795.18072289157,327710.843373494,137349.39759036145,59036.14457831325,353012.0481927711,54216.867469879515
2061,1, Graduate, Yes,6,583, Approved,53012.048192771086,148192.77108433735,28915.66265060241,95180.72289156627,207228.9156626506,79518.07228915663
2062,1, Not Graduate, No,6,877, Approved,100000.0,351807.2289156627,165060.2409638554,119277.10843373495,379518.0722891566,114457.8313253012
2063,0, Graduate, No,14,522, Rejected,110843.3734939759,439759.0361445783,126506.02409638555,63855.42168674699,269879.5180722892,159036.14457831325
2064,5, Not Graduate, Yes,20,687, Approved,32530.12048192771,104819.27710843373,31325.301204819276,14457.831325301206,108433.73493975903,15662.650602409638
2065,0, Graduate, No,20,856, Approved,73493.97590361445,284337.3493975904,39759.03614457831,62650.60240963855,213253.01204819276,77108.43373493975
2066,4, Not Graduate, Yes,8,543, Rejected,109638.55421686747,397590.3614457831,189156.6265060241,173493.97590361445,234939.7590361446,134939.7590361446
2067,5, Not Graduate, Yes,14,576, Approved,91566.26506024097,185542.1686746988,27710.843373493975,33734.93975903615,295180.7228915663,56626.50602409639
2068,2, Not Graduate, No,10,856, Approved,86746.98795180723,204819.27710843374,218072.2891566265,153012.0481927711,190361.44578313254,72289.15662650602
2069,0, Graduate, Yes,8,722, Approved,31325.301204819276,98795.18072289157,42168.67469879518,50602.409638554214,85542.1686746988,38554.21686746988
2070,4, Graduate, Yes,12,653, Approved,78313.2530120482,243373.4939759036,224096.38554216866,16867.469879518074,286746.9879518072,77108.43373493975
2071,5, Graduate, No,16,480, Rejected,107228.9156626506,427710.843373494,207228.9156626506,136144.578313253,303614.4578313253,59036.14457831325
2072,2, Graduate, Yes,14,477, Rejected,65060.24096385542,172289.156626506,122891.56626506025,8433.734939759037,133734.93975903615,66265.06024096385
2073,0, Graduate, No,2,885, Approved,3614.4578313253014,6024.096385542169,2409.6385542168673,4819.277108433735,8433.734939759037,2409.6385542168673
2074,0, Not Graduate, No,18,530, Rejected,101204.81927710843,236144.578313253,204819.27710843374,43373.49397590361,291566.265060241,148192.77108433735
2075,3, Graduate, No,8,870, Approved,100000.0,207228.9156626506,56626.50602409639,106024.09638554217,220481.92771084336,120481.92771084337
2076,4, Not Graduate, No,8,395, Rejected,20481.927710843374,67469.8795180723,32530.12048192771,9638.55421686747,42168.67469879518,28915.66265060241
2077,2, Not Graduate, No,16,771, Approved,18072.289156626506,50602.409638554214,30120.481927710844,9638.55421686747,68674.69879518072,13253.012048192772
2078,1, Not Graduate, Yes,2,579, Approved,2409.6385542168673,6024.096385542169,6024.096385542169,1204.8192771084337,6024.096385542169,1204.8192771084337
2079,1, Graduate, Yes,14,798, Approved,12048.192771084337,44578.31325301205,24096.385542168675,2409.6385542168673,45783.132530120485,16867.469879518074
2080,3, Not Graduate, Yes,8,473, Rejected,106024.09638554217,302409.6385542169,207228.9156626506,7228.915662650603,293975.9036144578,149397.5903614458
2081,0, Graduate, Yes,8,304, Rejected,12048.192771084337,38554.21686746988,6024.096385542169,7228.915662650603,44578.31325301205,8433.734939759037
2082,0, Not Graduate, Yes,14,678, Approved,103614.4578313253,277108.4337349398,226506.02409638555,197590.36144578314,275903.6144578313,144578.31325301205
2083,5, Graduate, Yes,2,745, Approved,28915.66265060241,107228.9156626506,20481.927710843374,24096.385542168675,110843.3734939759,25301.204819277107
2084,1, Graduate, No,8,835, Approved,28915.66265060241,107228.9156626506,28915.66265060241,14457.831325301206,66265.06024096385,13253.012048192772
2085,5, Not Graduate, Yes,20,848, Approved,72289.15662650602,145783.1325301205,167469.8795180723,57831.32530120482,216867.46987951806,43373.49397590361
2086,5, Not Graduate, No,18,872, Approved,91566.26506024097,196385.5421686747,61445.78313253012,22891.566265060243,249397.5903614458,60240.96385542169
2087,3, Not Graduate, No,10,608, Approved,96385.5421686747,242168.6746987952,118072.2891566265,186746.98795180724,314457.8313253012,62650.60240963855
2088,0, Graduate, Yes,16,758, Approved,65060.24096385542,234939.7590361446,31325.301204819276,32530.12048192771,220481.92771084336,72289.15662650602
2089,0, Not Graduate, Yes,4,841, Approved,16867.469879518074,44578.31325301205,36144.57831325301,12048.192771084337,55421.68674698795,12048.192771084337
2090,0, Not Graduate, Yes,2,618, Approved,9638.55421686747,31325.301204819276,3614.4578313253014,14457.831325301206,24096.385542168675,6024.096385542169
2091,4, Graduate, Yes,4,457, Approved,3614.4578313253014,13253.012048192772,8433.734939759037,1204.8192771084337,13253.012048192772,4819.277108433735
2092,0, Graduate, No,4,844, Approved,49397.590361445786,173493.97590361445,32530.12048192771,72289.15662650602,119277.10843373495,50602.409638554214
2093,2, Not Graduate, No,4,776, Approved,18072.289156626506,45783.132530120485,33734.93975903615,0.0,63855.42168674699,16867.469879518074
2094,1, Not Graduate, No,8,520, Rejected,55421.68674698795,167469.8795180723,160240.9638554217,77108.43373493975,118072.2891566265,26506.024096385543
2095,1, Graduate, Yes,12,648, Approved,39759.03614457831,90361.44578313253,77108.43373493975,20481.927710843374,104819.27710843373,19277.10843373494
2096,4, Not Graduate, Yes,10,654, Approved,95180.72289156627,378313.2530120482,198795.18072289156,183132.53012048194,306024.0963855422,60240.96385542169
2097,0, Not Graduate, No,20,342, Rejected,97590.36144578313,319277.1084337349,69879.51807228915,67469.8795180723,285542.1686746988,69879.51807228915
2098,5, Not Graduate, No,16,808, Approved,10843.373493975903,33734.93975903615,25301.204819277107,10843.373493975903,37349.39759036145,9638.55421686747
2099,1, Graduate, Yes,10,429, Rejected,59036.14457831325,183132.53012048194,68674.69879518072,87951.80722891567,173493.97590361445,39759.03614457831
2100,3, Graduate, Yes,14,538, Rejected,73493.97590361445,218072.2891566265,142168.6746987952,50602.409638554214,195180.72289156626,90361.44578313253
2101,3, Not Graduate, No,6,533, Rejected,54216.867469879515,197590.36144578314,21686.746987951807,67469.8795180723,146987.9518072289,46987.951807228914
2102,2, Graduate, Yes,8,394, Rejected,34939.75903614458,87951.80722891567,92771.0843373494,31325.301204819276,92771.0843373494,48192.77108433735
2103,1, Not Graduate, No,2,771, Approved,95180.72289156627,353012.0481927711,212048.19277108434,154216.8674698795,245783.1325301205,48192.77108433735
2104,5, Graduate, Yes,4,792, Approved,49397.590361445786,121686.7469879518,53012.048192771086,73493.97590361445,103614.4578313253,59036.14457831325
2105,5, Not Graduate, Yes,8,407, Rejected,92771.0843373494,186746.98795180724,78313.2530120482,109638.55421686747,316867.4698795181,55421.68674698795
2106,0, Not Graduate, No,18,544, Rejected,67469.8795180723,232530.1204819277,77108.43373493975,33734.93975903615,239759.0361445783,77108.43373493975
2107,5, Graduate, No,18,509, Rejected,108433.73493975903,216867.46987951806,296385.5421686747,62650.60240963855,240963.85542168675,73493.97590361445
2108,4, Not Graduate, Yes,16,320, Rejected,77108.43373493975,221686.7469879518,213253.01204819276,43373.49397590361,167469.8795180723,100000.0
2109,4, Graduate, No,2,496, Rejected,83132.53012048193,177108.43373493975,144578.31325301205,84337.34939759035,186746.98795180724,48192.77108433735
2110,3, Not Graduate, No,18,652, Approved,109638.55421686747,330120.4819277108,102409.63855421687,87951.80722891567,381927.7108433735,81927.7108433735
2111,2, Graduate, Yes,2,806, Approved,13253.012048192772,44578.31325301205,32530.12048192771,9638.55421686747,34939.75903614458,6024.096385542169
2112,4, Not Graduate, No,12,821, Approved,20481.927710843374,54216.867469879515,38554.21686746988,22891.566265060243,59036.14457831325,18072.289156626506
2113,5, Graduate, Yes,20,618, Approved,110843.3734939759,346987.9518072289,172289.156626506,130120.48192771085,408433.734939759,127710.84337349398
2114,2, Not Graduate, Yes,12,729, Approved,100000.0,248192.77108433735,269879.5180722892,108433.73493975903,378313.2530120482,101204.81927710843
2115,5, Not Graduate, Yes,6,839, Approved,60240.96385542169,127710.84337349398,151807.22891566265,103614.4578313253,238554.2168674699,42168.67469879518
2116,3, Graduate, No,2,318, Rejected,26506.024096385543,77108.43373493975,16867.469879518074,25301.204819277107,51807.22891566265,18072.289156626506
2117,2, Graduate, No,16,404, Rejected,54216.867469879515,115662.65060240965,21686.746987951807,72289.15662650602,204819.27710843374,32530.12048192771
2118,5, Not Graduate, Yes,6,581, Approved,49397.590361445786,108433.73493975903,79518.07228915663,18072.289156626506,136144.578313253,40963.85542168675
2119,1, Not Graduate, No,18,596, Approved,33734.93975903615,81927.7108433735,95180.72289156627,4819.277108433735,87951.80722891567,18072.289156626506
2120,1, Not Graduate, No,4,415, Approved,79518.07228915663,249397.5903614458,154216.8674698795,143373.4939759036,213253.01204819276,46987.951807228914
2121,3, Not Graduate, Yes,6,728, Approved,38554.21686746988,86746.98795180723,57831.32530120482,24096.385542168675,96385.5421686747,55421.68674698795
2122,0, Not Graduate, No,2,666, Approved,75903.61445783133,160240.9638554217,106024.09638554217,48192.77108433735,171084.3373493976,59036.14457831325
2123,2, Graduate, No,14,675, Approved,56626.50602409639,213253.01204819276,69879.51807228915,86746.98795180723,157831.3253012048,78313.2530120482
2124,0, Graduate, No,16,304, Rejected,49397.590361445786,185542.1686746988,36144.57831325301,62650.60240963855,195180.72289156626,37349.39759036145
2125,5, Graduate, Yes,4,474, Rejected,85542.1686746988,186746.98795180724,91566.26506024097,108433.73493975903,269879.5180722892,113253.01204819277
2126,4, Graduate, Yes,18,370, Rejected,59036.14457831325,122891.56626506025,131325.3012048193,26506.024096385543,165060.2409638554,79518.07228915663
2127,4, Graduate, No,20,596, Approved,67469.8795180723,244578.31325301205,61445.78313253012,131325.3012048193,153012.0481927711,95180.72289156627
2128,4, Graduate, No,2,567, Approved,40963.85542168675,100000.0,68674.69879518072,22891.566265060243,122891.56626506025,32530.12048192771
2129,3, Not Graduate, No,16,671, Approved,54216.867469879515,193975.90361445784,126506.02409638555,43373.49397590361,149397.5903614458,69879.51807228915
2130,2, Graduate, No,18,819, Approved,3614.4578313253014,9638.55421686747,3614.4578313253014,3614.4578313253014,10843.373493975903,4819.277108433735
2131,5, Not Graduate, Yes,10,829, Approved,91566.26506024097,277108.4337349398,37349.39759036145,87951.80722891567,212048.19277108434,87951.80722891567
2132,5, Graduate, No,12,454, Rejected,6024.096385542169,14457.831325301206,16867.469879518074,6024.096385542169,12048.192771084337,3614.4578313253014
2133,0, Graduate, Yes,16,399, Rejected,71084.3373493976,183132.53012048194,183132.53012048194,38554.21686746988,146987.9518072289,78313.2530120482
2134,0, Graduate, No,10,784, Approved,85542.1686746988,249397.5903614458,114457.8313253012,137349.39759036145,336144.578313253,103614.4578313253
2135,2, Not Graduate, Yes,6,538, Rejected,102409.63855421687,324096.3855421687,256626.5060240964,197590.36144578314,259036.14457831325,55421.68674698795
2136,0, Graduate, Yes,16,759, Approved,77108.43373493975,203614.4578313253,195180.72289156626,85542.1686746988,183132.53012048194,37349.39759036145
2137,2, Graduate, No,12,699, Approved,85542.1686746988,257831.3253012048,137349.39759036145,161445.7831325301,272289.156626506,57831.32530120482
2138,5, Not Graduate, No,14,347, Rejected,21686.746987951807,65060.24096385542,45783.132530120485,15662.650602409638,59036.14457831325,20481.927710843374
2139,3, Not Graduate, Yes,20,598, Approved,79518.07228915663,303614.4578313253,157831.3253012048,43373.49397590361,249397.5903614458,103614.4578313253
2140,4, Graduate, Yes,2,406, Approved,106024.09638554217,326506.0240963855,196385.5421686747,74698.7951807229,314457.8313253012,69879.51807228915
2141,2, Not Graduate, No,20,860, Approved,57831.32530120482,190361.44578313254,20481.927710843374,39759.03614457831,161445.7831325301,61445.78313253012
2142,5, Graduate, Yes,10,806, Approved,53012.048192771086,198795.18072289156,42168.67469879518,53012.048192771086,134939.7590361446,33734.93975903615
2143,0, Not Graduate, No,2,448, Approved,24096.385542168675,83132.53012048193,32530.12048192771,45783.132530120485,85542.1686746988,19277.10843373494
2144,2, Graduate, No,20,393, Rejected,81927.7108433735,272289.156626506,25301.204819277107,26506.024096385543,244578.31325301205,98795.18072289157
2145,5, Not Graduate, Yes,12,811, Approved,79518.07228915663,192771.0843373494,157831.3253012048,60240.96385542169,177108.43373493975,60240.96385542169
2146,2, Graduate, No,20,829, Approved,39759.03614457831,95180.72289156627,57831.32530120482,25301.204819277107,159036.14457831325,31325.301204819276
2147,3, Not Graduate, No,16,700, Approved,89156.6265060241,281927.7108433735,232530.1204819277,36144.57831325301,249397.5903614458,107228.9156626506
2148,0, Not Graduate, Yes,18,719, Approved,54216.867469879515,149397.5903614458,124096.38554216867,2409.6385542168673,110843.3734939759,37349.39759036145
2149,1, Not Graduate, Yes,12,430, Rejected,114457.8313253012,367469.8795180723,65060.24096385542,96385.5421686747,371084.3373493976,126506.02409638555
2150,1, Graduate, No,4,338, Approved,9638.55421686747,36144.57831325301,10843.373493975903,12048.192771084337,31325.301204819276,4819.277108433735
2151,2, Graduate, No,4,695, Approved,48192.77108433735,156626.5060240964,77108.43373493975,83132.53012048193,185542.1686746988,51807.22891566265
2152,2, Not Graduate, No,18,374, Rejected,84337.34939759035,309638.5542168675,40963.85542168675,165060.2409638554,179518.07228915664,54216.867469879515
2153,3, Graduate, No,18,609, Approved,42168.67469879518,102409.63855421687,87951.80722891567,0.0,153012.0481927711,30120.481927710844
2154,3, Graduate, Yes,6,631, Approved,116867.46987951807,433734.9397590361,42168.67469879518,66265.06024096385,343373.4939759036,90361.44578313253
2155,0, Not Graduate, No,6,439, Rejected,40963.85542168675,130120.48192771085,63855.42168674699,16867.469879518074,139759.0361445783,22891.566265060243
2156,1, Graduate, Yes,20,837, Approved,55421.68674698795,162650.60240963855,67469.8795180723,92771.0843373494,143373.4939759036,30120.481927710844
2157,4, Graduate, No,10,833, Approved,45783.132530120485,125301.2048192771,90361.44578313253,30120.481927710844,169879.51807228915,50602.409638554214
2158,4, Not Graduate, Yes,20,863, Approved,50602.409638554214,115662.65060240965,89156.6265060241,10843.373493975903,109638.55421686747,40963.85542168675
2159,2, Graduate, No,4,684, Approved,30120.481927710844,104819.27710843373,0.0,7228.915662650603,116867.46987951807,31325.301204819276
2160,0, Not Graduate, Yes,6,542, Rejected,84337.34939759035,296385.5421686747,77108.43373493975,31325.301204819276,295180.7228915663,56626.50602409639
2161,1, Not Graduate, No,8,753, Approved,63855.42168674699,138554.2168674699,120481.92771084337,50602.409638554214,173493.97590361445,36144.57831325301
2162,0, Not Graduate, No,2,512, Rejected,77108.43373493975,171084.3373493976,19277.10843373494,110843.3734939759,278313.2530120482,42168.67469879518
2163,3, Not Graduate, No,12,385, Rejected,40963.85542168675,97590.36144578313,73493.97590361445,48192.77108433735,128915.6626506024,48192.77108433735
2164,4, Not Graduate, No,2,749, Approved,80722.89156626505,226506.02409638555,187951.80722891566,95180.72289156627,239759.0361445783,103614.4578313253
2165,1, Not Graduate, Yes,4,618, Approved,55421.68674698795,121686.7469879518,26506.024096385543,1204.8192771084337,155421.68674698795,51807.22891566265
2166,4, Graduate, Yes,4,583, Approved,10843.373493975903,30120.481927710844,15662.650602409638,9638.55421686747,21686.746987951807,13253.012048192772
2167,0, Graduate, No,18,655, Approved,61445.78313253012,239759.0361445783,53012.048192771086,0.0,206024.09638554216,85542.1686746988
2168,0, Not Graduate, Yes,20,380, Rejected,84337.34939759035,251807.22891566265,142168.6746987952,130120.48192771085,254216.8674698795,74698.7951807229
2169,3, Graduate, Yes,6,679, Approved,49397.590361445786,177108.43373493975,79518.07228915663,44578.31325301205,126506.02409638555,67469.8795180723
2170,2, Graduate, No,6,410, Rejected,55421.68674698795,178313.2530120482,155421.68674698795,81927.7108433735,193975.90361445784,69879.51807228915
2171,2, Graduate, Yes,8,590, Approved,43373.49397590361,138554.2168674699,19277.10843373494,62650.60240963855,131325.3012048193,36144.57831325301
2172,5, Graduate, No,14,397, Rejected,71084.3373493976,166265.06024096385,149397.5903614458,7228.915662650603,245783.1325301205,36144.57831325301
2173,2, Graduate, No,16,425, Rejected,7228.915662650603,25301.204819277107,10843.373493975903,6024.096385542169,27710.843373493975,3614.4578313253014
2174,0, Graduate, No,2,383, Approved,59036.14457831325,197590.36144578314,39759.03614457831,42168.67469879518,180722.89156626505,69879.51807228915
2175,5, Graduate, Yes,6,406, Rejected,77108.43373493975,287951.8072289157,177108.43373493975,149397.5903614458,306024.0963855422,51807.22891566265
2176,2, Graduate, No,10,563, Approved,84337.34939759035,238554.2168674699,46987.951807228914,113253.01204819277,274698.7951807229,96385.5421686747
2177,3, Graduate, Yes,14,782, Approved,80722.89156626505,161445.7831325301,59036.14457831325,48192.77108433735,310843.3734939759,115662.65060240965
2178,1, Not Graduate, Yes,4,852, Approved,9638.55421686747,26506.024096385543,10843.373493975903,2409.6385542168673,26506.024096385543,12048.192771084337
2179,5, Not Graduate, No,2,753, Approved,91566.26506024097,334939.7590361446,221686.7469879518,146987.9518072289,203614.4578313253,96385.5421686747
2180,5, Graduate, Yes,4,489, Rejected,38554.21686746988,91566.26506024097,60240.96385542169,34939.75903614458,127710.84337349398,22891.566265060243
2181,2, Not Graduate, Yes,2,586, Approved,59036.14457831325,166265.06024096385,119277.10843373495,16867.469879518074,119277.10843373495,84337.34939759035
2182,3, Not Graduate, No,16,560, Approved,86746.98795180723,250602.4096385542,25301.204819277107,128915.6626506024,254216.8674698795,43373.49397590361
2183,3, Graduate, No,6,487, Rejected,67469.8795180723,248192.77108433735,77108.43373493975,116867.46987951807,243373.4939759036,49397.590361445786
2184,4, Graduate, Yes,8,434, Rejected,87951.80722891567,220481.92771084336,120481.92771084337,34939.75903614458,322891.5662650602,80722.89156626505
2185,4, Not Graduate, No,20,504, Rejected,39759.03614457831,84337.34939759035,98795.18072289157,38554.21686746988,87951.80722891567,30120.481927710844
2186,2, Graduate, Yes,4,827, Approved,110843.3734939759,304819.2771084337,312048.1927710843,191566.26506024096,232530.1204819277,132530.1204819277
2187,3, Not Graduate, Yes,20,657, Approved,97590.36144578313,280722.8915662651,189156.6265060241,34939.75903614458,338554.2168674699,74698.7951807229
2188,5, Graduate, No,10,447, Rejected,79518.07228915663,257831.3253012048,153012.0481927711,133734.93975903615,243373.4939759036,77108.43373493975
2189,0, Graduate, Yes,4,834, Approved,50602.409638554214,163855.421686747,104819.27710843373,40963.85542168675,144578.31325301205,37349.39759036145
2190,2, Graduate, No,8,354, Rejected,69879.51807228915,261445.7831325301,150602.4096385542,27710.843373493975,146987.9518072289,81927.7108433735
2191,2, Graduate, Yes,18,883, Approved,67469.8795180723,253012.0481927711,118072.2891566265,19277.10843373494,251807.22891566265,72289.15662650602
2192,0, Not Graduate, Yes,12,641, Approved,43373.49397590361,119277.10843373495,124096.38554216867,28915.66265060241,109638.55421686747,32530.12048192771
2193,1, Graduate, Yes,6,621, Approved,92771.0843373494,203614.4578313253,272289.156626506,95180.72289156627,330120.4819277108,122891.56626506025
2194,0, Graduate, Yes,10,587, Approved,93975.90361445783,280722.8915662651,150602.4096385542,112048.19277108433,331325.3012048193,116867.46987951807
2195,3, Not Graduate, No,16,424, Rejected,68674.69879518072,185542.1686746988,56626.50602409639,36144.57831325301,197590.36144578314,67469.8795180723
2196,5, Graduate, No,14,515, Rejected,75903.61445783133,246987.9518072289,51807.22891566265,43373.49397590361,220481.92771084336,109638.55421686747
2197,5, Not Graduate, Yes,18,592, Approved,27710.843373493975,56626.50602409639,19277.10843373494,46987.951807228914,74698.7951807229,33734.93975903615
2198,4, Graduate, Yes,6,319, Rejected,115662.65060240965,239759.0361445783,38554.21686746988,198795.18072289156,338554.2168674699,79518.07228915663
2199,1, Not Graduate, Yes,16,360, Rejected,12048.192771084337,46987.951807228914,30120.481927710844,3614.4578313253014,25301.204819277107,7228.915662650603
2200,5, Graduate, Yes,12,535, Rejected,86746.98795180723,326506.0240963855,101204.81927710843,154216.8674698795,338554.2168674699,57831.32530120482
2201,2, Not Graduate, Yes,16,666, Approved,45783.132530120485,137349.39759036145,108433.73493975903,28915.66265060241,96385.5421686747,45783.132530120485
2202,4, Not Graduate, Yes,16,419, Rejected,112048.19277108433,296385.5421686747,218072.2891566265,0.0,321686.7469879518,61445.78313253012
2203,2, Not Graduate, Yes,12,640, Approved,86746.98795180723,263855.421686747,0.0,137349.39759036145,175903.61445783134,45783.132530120485
2204,0, Graduate, No,12,545, Rejected,91566.26506024097,237349.39759036145,51807.22891566265,62650.60240963855,355421.686746988,87951.80722891567
2205,4, Graduate, No,10,843, Approved,54216.867469879515,184337.34939759035,159036.14457831325,83132.53012048193,130120.48192771085,26506.024096385543
2206,1, Not Graduate, Yes,20,559, Approved,119277.10843373495,372289.156626506,145783.1325301205,73493.97590361445,465060.2409638554,145783.1325301205
2207,0, Not Graduate, Yes,18,650, Approved,8433.734939759037,24096.385542168675,4819.277108433735,15662.650602409638,33734.93975903615,6024.096385542169
2208,0, Graduate, No,16,479, Rejected,42168.67469879518,148192.77108433735,116867.46987951807,72289.15662650602,95180.72289156627,56626.50602409639
2209,1, Graduate, Yes,14,324, Rejected,3614.4578313253014,12048.192771084337,1204.8192771084337,1204.8192771084337,13253.012048192772,1204.8192771084337
2210,5, Not Graduate, Yes,2,354, Approved,65060.24096385542,201204.81927710844,13253.012048192772,54216.867469879515,232530.1204819277,62650.60240963855
2211,4, Not Graduate, Yes,10,521, Rejected,33734.93975903615,101204.81927710843,18072.289156626506,14457.831325301206,109638.55421686747,44578.31325301205
2212,5, Not Graduate, Yes,8,505, Rejected,59036.14457831325,191566.26506024096,149397.5903614458,59036.14457831325,179518.07228915664,73493.97590361445
2213,4, Not Graduate, No,12,436, Rejected,7228.915662650603,20481.927710843374,4819.277108433735,0.0,20481.927710843374,8433.734939759037
2214,0, Graduate, No,6,683, Approved,36144.57831325301,97590.36144578313,38554.21686746988,59036.14457831325,122891.56626506025,38554.21686746988
2215,0, Graduate, No,18,348, Rejected,21686.746987951807,69879.51807228915,34939.75903614458,8433.734939759037,80722.89156626505,12048.192771084337
2216,4, Graduate, Yes,6,867, Approved,61445.78313253012,189156.6265060241,134939.7590361446,100000.0,231325.3012048193,43373.49397590361
2217,5, Graduate, No,14,880, Approved,16867.469879518074,49397.590361445786,44578.31325301205,21686.746987951807,33734.93975903615,25301.204819277107
2218,2, Graduate, Yes,10,673, Approved,80722.89156626505,307228.9156626506,133734.93975903615,103614.4578313253,302409.6385542169,60240.96385542169
2219,3, Not Graduate, No,18,482, Rejected,51807.22891566265,151807.22891566265,112048.19277108433,10843.373493975903,159036.14457831325,73493.97590361445
2220,3, Graduate, Yes,4,767, Approved,93975.90361445783,236144.578313253,218072.2891566265,126506.02409638555,246987.9518072289,92771.0843373494
2221,3, Not Graduate, No,18,760, Approved,65060.24096385542,190361.44578313254,153012.0481927711,27710.843373493975,197590.36144578314,86746.98795180723
2222,0, Not Graduate, No,2,857, Approved,6024.096385542169,22891.566265060243,13253.012048192772,6024.096385542169,21686.746987951807,3614.4578313253014
2223,1, Graduate, No,10,735, Approved,103614.4578313253,321686.7469879518,142168.6746987952,109638.55421686747,249397.5903614458,134939.7590361446
2224,3, Graduate, No,4,810, Approved,30120.481927710844,112048.19277108433,32530.12048192771,39759.03614457831,113253.01204819277,44578.31325301205
2225,4, Not Graduate, No,2,680, Approved,36144.57831325301,86746.98795180723,10843.373493975903,40963.85542168675,115662.65060240965,20481.927710843374
2226,5, Not Graduate, Yes,4,889, Approved,84337.34939759035,324096.3855421687,16867.469879518074,50602.409638554214,269879.5180722892,89156.6265060241
2227,1, Not Graduate, Yes,16,688, Approved,4819.277108433735,18072.289156626506,4819.277108433735,3614.4578313253014,14457.831325301206,2409.6385542168673
2228,5, Not Graduate, No,16,531, Rejected,62650.60240963855,165060.2409638554,106024.09638554217,54216.867469879515,189156.6265060241,34939.75903614458
2229,3, Graduate, No,2,660, Approved,39759.03614457831,133734.93975903615,78313.2530120482,44578.31325301205,148192.77108433735,54216.867469879515
2230,1, Not Graduate, Yes,18,414, Rejected,28915.66265060241,106024.09638554217,43373.49397590361,26506.024096385543,85542.1686746988,30120.481927710844
2231,4, Graduate, Yes,14,528, Rejected,69879.51807228915,190361.44578313254,75903.61445783133,1204.8192771084337,257831.3253012048,104819.27710843373
2232,4, Not Graduate, Yes,12,817, Approved,113253.01204819277,240963.85542168675,43373.49397590361,19277.10843373494,414457.8313253012,96385.5421686747
2233,2, Not Graduate, No,2,799, Approved,73493.97590361445,184337.34939759035,85542.1686746988,66265.06024096385,214457.8313253012,63855.42168674699
2234,1, Graduate, Yes,20,655, Approved,90361.44578313253,257831.3253012048,156626.5060240964,124096.38554216867,338554.2168674699,97590.36144578313
2235,2, Not Graduate, No,6,546, Rejected,49397.590361445786,195180.72289156626,42168.67469879518,37349.39759036145,181927.7108433735,44578.31325301205
2236,3, Not Graduate, No,14,745, Approved,102409.63855421687,371084.3373493976,132530.1204819277,98795.18072289157,233734.93975903615,86746.98795180723
2237,0, Graduate, No,8,884, Approved,51807.22891566265,203614.4578313253,78313.2530120482,65060.24096385542,144578.31325301205,44578.31325301205
2238,5, Not Graduate, No,4,822, Approved,112048.19277108433,265060.2409638554,251807.22891566265,120481.92771084337,291566.265060241,145783.1325301205
2239,4, Not Graduate, No,2,623, Approved,72289.15662650602,225301.2048192771,51807.22891566265,48192.77108433735,230120.48192771085,68674.69879518072
2240,1, Not Graduate, Yes,16,361, Rejected,63855.42168674699,227710.843373494,3614.4578313253014,60240.96385542169,143373.4939759036,66265.06024096385
2241,5, Not Graduate, Yes,2,778, Approved,89156.6265060241,195180.72289156626,204819.27710843374,32530.12048192771,233734.93975903615,110843.3734939759
2242,1, Not Graduate, Yes,8,779, Approved,13253.012048192772,45783.132530120485,7228.915662650603,21686.746987951807,48192.77108433735,19277.10843373494
2243,1, Graduate, Yes,4,594, Approved,79518.07228915663,249397.5903614458,57831.32530120482,2409.6385542168673,318072.2891566265,107228.9156626506
2244,3, Graduate, No,2,530, Approved,98795.18072289157,340963.8554216867,180722.89156626505,126506.02409638555,243373.4939759036,145783.1325301205
2245,3, Not Graduate, No,12,324, Rejected,39759.03614457831,112048.19277108433,63855.42168674699,31325.301204819276,90361.44578313253,24096.385542168675
2246,4, Graduate, Yes,10,394, Rejected,30120.481927710844,108433.73493975903,80722.89156626505,24096.385542168675,87951.80722891567,36144.57831325301
2247,3, Graduate, Yes,12,816, Approved,39759.03614457831,125301.2048192771,85542.1686746988,75903.61445783133,142168.6746987952,59036.14457831325
